Event,Date,Time,Venue,City,State,Genre,Sub-Genre,Segment,Performer,Min Price,Max Price,Sales Status,On-Sale Date,Promoter,Ticket URL
Hamilton (Touring),2025-02-23,13:00:00,The Orpheum Theatre Memphis,Memphis,Tennessee,Theatre,Musical,Arts & Theatre,Hamilton (Touring),79.0,279.0,onsale,2024-10-17T15:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-02-23-2025/event/1B006143F59C8018
New York Yankees vs. Athletics,2025-06-28,13:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,20.0,420.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-athletics-bronx-new-york-06-28-2025/event/1D00611CAB2C4E27
Orlando Magic v Toronto Raptors,2025-03-04,19:00:00,Kia Center,Orlando,Florida,Basketball,NBA,Sports,Orlando Magic,27.0,1682.5,onsale,2024-08-16T17:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/orlando-magic-v-toronto-raptors-orlando-florida-03-04-2025/event/2200610EE08E1F12
New York Yankees vs. Houston Astros,2025-08-08,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,35.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-houston-astros-bronx-new-york-08-08-2025/event/1D00611CAB494E56
New York Yankees vs. Milwaukee Brewers,2025-03-30,13:35:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,30.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-milwaukee-brewers-bronx-new-york-03-30-2025/event/1D00611CAADB4CB3
Chicago Blackhawks vs. Philadelphia Flyers,2025-03-23,14:00:00,United Center,Chicago,Illinois,Hockey,NHL,Sports,Chicago Blackhawks,35.0,725.0,onsale,2024-09-06T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/chicago-blackhawks-vs-philadelphia-flyers-chicago-illinois-03-23-2025/event/040060E39E1B17AE
Philadelphia 76ers vs. Minnesota Timberwolves,2025-04-05,19:00:00,Wells Fargo Center,Philadelphia,Pennsylvania,Basketball,NBA,Sports,Philadelphia 76ers,40.0,999.0,onsale,,NBA REGULAR SEASON,https://www.ticketmaster.com/philadelphia-76ers-vs-minnesota-timberwolves-philadelphia-pennsylvania-04-05-2025/event/3000610ED8744A5E
Boston Bruins vs. Carolina Hurricanes,2025-04-05,19:00:00,TD Garden,Boston,Massachusetts,Hockey,NHL,Sports,Boston Bruins,155.0,1565.5,onsale,2024-07-03T18:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/boston-bruins-vs-carolina-hurricanes-boston-massachusetts-04-05-2025/event/010060D9D50B7427
Colorado Avalanche vs. Pittsburgh Penguins,2025-03-04,19:00:00,Ball Arena,Denver,Colorado,Hockey,NHL,Sports,Colorado Avalanche,48.0,999.0,onsale,2024-07-12T16:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/colorado-avalanche-vs-pittsburgh-penguins-denver-colorado-03-04-2025/event/1E0060E1BB042C16
Detroit Red Wings vs. Vegas Golden Knights,2025-03-16,13:00:00,Little Caesars Arena,Detroit,Michigan,Hockey,NHL,Sports,Detroit Red Wings,76.0,475.25,onsale,2024-08-12T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/detroit-red-wings-vs-vegas-golden-detroit-michigan-03-16-2025/event/080060E2A6892AF7
New York Yankees vs. New York Mets,2025-05-16,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,90.0,475.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-new-york-bronx-new-york-05-16-2025/event/1D00611CAB074DB0
Boston Bruins vs. Nashville Predators,2025-03-04,19:00:00,TD Garden,Boston,Massachusetts,Hockey,NHL,Sports,Boston Bruins,80.0,1565.5,onsale,2024-07-03T18:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/boston-bruins-vs-nashville-predators-boston-massachusetts-03-04-2025/event/010060D9D4F27385
RESCHEDULED Los Angeles Lakers vs. Milwaukee Bucks,2025-03-20,19:30:00,Crypto.com Arena,Los Angeles,California,Basketball,NBA,Sports,Los Angeles Lakers,120.0,7950.0,rescheduled,2024-08-22T20:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/rescheduled-los-angeles-lakers-vs-milwaukee-los-angeles-california-03-20-2025/event/2C00610E8524099F
Boston Bruins vs. Florida Panthers,2025-03-11,19:00:00,TD Garden,Boston,Massachusetts,Hockey,NHL,Sports,Boston Bruins,100.0,1565.5,onsale,2024-07-03T18:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/boston-bruins-vs-florida-panthers-boston-massachusetts-03-11-2025/event/010060D9D4F773A0
Washington Wizards vs. Milwaukee Bucks,2025-02-21,19:00:00,Capital One Arena,Washington,District of Columbia,Basketball,NBA,Sports,Washington Wizards,33.0,888.0,onsale,2024-09-06T13:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/washington-wizards-vs-milwaukee-bucks-washington-district-of-columbia-02-21-2025/event/1500610EEB3B4E32
Pittsburgh Penguins vs. New Jersey Devils,2025-03-15,15:00:00,PPG Paints Arena,Pittsburgh,Pennsylvania,Hockey,NHL,Sports,Pittsburgh Penguins,68.0,375.0,onsale,2024-07-30T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/pittsburgh-penguins-vs-new-jersey-devils-pittsburgh-pennsylvania-03-15-2025/event/160060DAD989592D
Boston Bruins vs. New Jersey Devils,2025-04-15,19:00:00,TD Garden,Boston,Massachusetts,Hockey,NHL,Sports,Boston Bruins,110.0,1565.5,onsale,2024-07-03T18:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/boston-bruins-vs-new-jersey-devils-boston-massachusetts-04-15-2025/event/010060D9D516743A
Hamilton (Touring),2025-02-23,19:00:00,Paramount Theatre,Seattle,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),49.0,229.0,onsale,2024-10-08T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-23-2025/event/0F006139DE925766
Hamilton (Touring),2025-02-18,19:30:00,The Orpheum Theatre Memphis,Memphis,Tennessee,Theatre,Musical,Arts & Theatre,Hamilton (Touring),49.0,219.0,onsale,2024-10-17T15:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-02-18-2025/event/1B006143F5227FAF
Pittsburgh Penguins vs. Chicago Blackhawks,2025-04-08,19:00:00,PPG Paints Arena,Pittsburgh,Pennsylvania,Hockey,NHL,Sports,Pittsburgh Penguins,49.0,330.0,onsale,2024-07-30T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/pittsburgh-penguins-vs-chicago-blackhawks-pittsburgh-pennsylvania-04-08-2025/event/160060DAD9985979
New York Yankees vs. New York Mets,2025-05-17,13:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,100.0,480.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-new-york-bronx-new-york-05-17-2025/event/1D00611CAB094DB6
Oklahoma City Thunder vs. Los Angeles Lakers,2025-04-06,14:30:00,Paycom Center,Oklahoma City,Oklahoma,Basketball,NBA,Sports,Oklahoma City Thunder,83.0,1893.0,onsale,2024-12-02T16:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/oklahoma-city-thunder-vs-los-angeles-oklahoma-city-oklahoma-04-06-2025/event/0C00610EC5403949
Hamilton (Touring),2025-02-19,19:30:00,Paramount Theatre,Seattle,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),49.0,229.0,onsale,2024-10-08T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-19-2025/event/0F006139DE825750
New York Yankees vs. Baltimore Orioles,2025-06-20,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,25.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-baltimore-orioles-bronx-new-york-06-20-2025/event/1D00611CAB254E07
Miami Heat vs. Philadelphia 76ers,2025-04-07,19:30:00,Kaseya Center,Miami,Florida,Basketball,NBA,Sports,Miami Heat,50.0,990.0,onsale,2024-08-16T16:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/miami-heat-vs-philadelphia-76ers-miami-florida-04-07-2025/event/0D00610E16E15D0F
Boston Bruins vs. Buffalo Sabres,2025-03-17,19:00:00,TD Garden,Boston,Massachusetts,Hockey,NHL,Sports,Boston Bruins,90.0,1565.5,onsale,2024-07-03T18:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/boston-bruins-vs-buffalo-sabres-boston-massachusetts-03-17-2025/event/010060D9D50073D6
Nashville Predators vs. Chicago Blackhawks,2025-03-08,19:00:00,Bridgestone Arena,Nashville,Tennessee,Hockey,NHL,Sports,Nashville Predators,86.0,900.0,onsale,2024-08-28T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/nashville-predators-vs-chicago-blackhawks-nashville-tennessee-03-08-2025/event/1B0061139AC41903
New York Yankees vs. Baltimore Orioles,2025-06-22,11:35:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,25.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-baltimore-orioles-bronx-new-york-06-22-2025/event/1D00611CAB294E23
New Jersey Devils vs. Detroit Red Wings,2025-04-16,19:30:00,Prudential Center,Newark,New Jersey,Hockey,NHL,Sports,New Jersey Devils,30.0,1003.0,onsale,2024-08-15T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/new-jersey-devils-vs-detroit-red-newark-new-jersey-04-16-2025/event/020060E298FF337B
New York Yankees vs. San Francisco Giants,2025-04-11,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,40.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-san-francisco-bronx-new-york-04-11-2025/event/1D00611CAAEC4CC4
Philadelphia 76ers vs. Brooklyn Nets,2025-02-22,19:30:00,Wells Fargo Center,Philadelphia,Pennsylvania,Basketball,NBA,Sports,Philadelphia 76ers,20.0,999.0,onsale,,NBA REGULAR SEASON,https://www.ticketmaster.com/philadelphia-76ers-vs-brooklyn-nets-philadelphia-pennsylvania-02-22-2025/event/3000610ED81E4A36
Orlando Magic v Washington Wizards,2025-02-23,18:00:00,Kia Center,Orlando,Florida,Basketball,NBA,Sports,Orlando Magic,22.0,1682.5,onsale,2024-08-16T17:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/orlando-magic-v-washington-wizards-orlando-florida-02-23-2025/event/2200610EE07F1ED0
Minnesota Wild vs. Anaheim Ducks,2025-04-15,19:00:00,Xcel Energy Center,Saint Paul,Minnesota,Hockey,NHL,Sports,Minnesota Wild,37.0,360.0,onsale,2024-08-15T19:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/minnesota-wild-vs-anaheim-ducks-saint-paul-minnesota-04-15-2025/event/060060EB9C1D6CA4
Hamilton (Touring),2025-03-01,19:30:00,The Orpheum Theatre Memphis,Memphis,Tennessee,Theatre,Musical,Arts & Theatre,Hamilton (Touring),79.0,279.0,onsale,2024-10-17T15:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-03-01-2025/event/1B006143F61D8084
New York Yankees vs. Baltimore Orioles,2025-09-27,13:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,20.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-baltimore-orioles-bronx-new-york-09-27-2025/event/1D00611CAB734ED9
New York Yankees vs. Houston Astros,2025-08-10,13:35:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,35.0,415.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-houston-astros-bronx-new-york-08-10-2025/event/1D00611CAB4D4E64
New York Yankees vs. Tampa Bay Rays,2025-03-23,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,50.0,115.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-vs-tampa-bay-tampa-florida-03-23-2025/event/0D006134CAF93E9A
New Jersey Devils vs. Pittsburgh Penguins,2025-04-11,19:00:00,Prudential Center,Newark,New Jersey,Hockey,NHL,Sports,New Jersey Devils,48.0,1003.0,onsale,2024-08-15T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/new-jersey-devils-vs-pittsburgh-penguins-newark-new-jersey-04-11-2025/event/020060E298F2315C
Hamilton (Touring),2025-03-01,14:00:00,The Orpheum Theatre Memphis,Memphis,Tennessee,Theatre,Musical,Arts & Theatre,Hamilton (Touring),79.0,279.0,onsale,2024-10-17T15:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-03-01-2025/event/1B006143F5E2805A
Hamilton (Touring),2025-02-25,19:30:00,Paramount Theatre,Seattle,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),49.0,229.0,onsale,2024-10-08T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-25-2025/event/0F006139DE945768
Buffalo Sabres vs. Pittsburgh Penguins,2025-03-27,19:00:00,KeyBank Center,Buffalo,New York,Hockey,NHL,Sports,Buffalo Sabres,20.0,173.0,onsale,2024-09-03T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/buffalo-sabres-vs-pittsburgh-penguins-buffalo-new-york-03-27-2025/event/000060DADA368B71
Hamilton (Touring),2025-02-26,19:30:00,Paramount Theatre,Seattle,Washington,Theatre,Musical,Arts & Theatre,Hamilton (Touring),49.0,229.0,onsale,2024-10-08T17:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-seattle-washington-02-26-2025/event/0F006139DE97576B
New York Yankees vs. Philadelphia Phillies,2025-07-26,13:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,45.0,435.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-philadelphia-phillies-bronx-new-york-07-26-2025/event/1D00611CAB3D4E42
Philadelphia 76ers vs. Portland Trail Blazers,2025-03-03,19:00:00,Wells Fargo Center,Philadelphia,Pennsylvania,Basketball,NBA,Sports,Philadelphia 76ers,11.0,999.0,onsale,,NBA REGULAR SEASON,https://www.ticketmaster.com/philadelphia-76ers-vs-portland-trail-blazers-philadelphia-pennsylvania-03-03-2025/event/3000610ED8394A42
Tampa Bay Lightning vs. Detroit Red Wings,2025-04-11,19:00:00,Amalie Arena,Tampa,Florida,Hockey,NHL,Sports,Tampa Bay Lightning,59.25,1000.25,onsale,2024-08-16T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/tampa-bay-lightning-vs-detroit-red-tampa-florida-04-11-2025/event/0D006101AC15325C
New York Yankees vs. Kansas City Royals,2025-04-14,19:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,15.0,410.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-kansas-city-bronx-new-york-04-14-2025/event/1D00611CAAF14CE9
Pittsburgh Penguins vs. Columbus Blue Jackets,2025-03-21,19:00:00,PPG Paints Arena,Pittsburgh,Pennsylvania,Hockey,NHL,Sports,Pittsburgh Penguins,58.0,325.0,onsale,2024-07-30T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/pittsburgh-penguins-vs-columbus-blue-jackets-pittsburgh-pennsylvania-03-21-2025/event/160060DAD9915946
Hamilton (Touring),2025-02-21,19:30:00,The Orpheum Theatre Memphis,Memphis,Tennessee,Theatre,Musical,Arts & Theatre,Hamilton (Touring),79.0,279.0,onsale,2024-10-17T15:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-02-21-2025/event/1B006143F55C7FDB
New York Yankees vs. Detroit Tigers,2025-02-23,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,50.0,105.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-vs-detroit-tigers-tampa-florida-02-23-2025/event/0D006134CAD93E5A
Philadelphia 76ers vs. Miami Heat,2025-03-29,19:30:00,Wells Fargo Center,Philadelphia,Pennsylvania,Basketball,NBA,Sports,Philadelphia 76ers,30.0,999.0,onsale,,NBA REGULAR SEASON,https://www.ticketmaster.com/philadelphia-76ers-vs-miami-heat-philadelphia-pennsylvania-03-29-2025/event/3000610ED85B4A50
Golden State Warriors vs. Toronto Raptors,2025-03-20,19:00:00,Chase Center,San Francisco,California,Basketball,NBA,Sports,Golden State Warriors,75.0,1100.0,rescheduled,2024-09-05T23:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/golden-state-warriors-vs-toronto-raptors-san-francisco-california-03-20-2025/event/1C00610C85E521A7
New York Yankees vs. Boston Red Sox,2025-06-07,19:35:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,65.0,440.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-boston-red-bronx-new-york-06-07-2025/event/1D00611CAB194DF1
Colorado Avalanche vs. Chicago Blackhawks,2025-03-10,19:00:00,Ball Arena,Denver,Colorado,Hockey,NHL,Sports,Colorado Avalanche,50.0,999.0,onsale,2024-07-12T16:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/colorado-avalanche-vs-chicago-blackhawks-denver-colorado-03-10-2025/event/1E0060E1BB1E2C53
St. Louis Blues v Pittsburgh Penguins,2025-04-03,19:00:00,Enterprise Center,Saint Louis,Missouri,Hockey,NHL,Sports,St. Louis Blues,48.0,389.0,onsale,2024-08-22T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/st-louis-blues-v-pittsburgh-penguins-saint-louis-missouri-04-03-2025/event/060060E9EC0F4907
New York Yankees vs. Tampa Bay Rays,2025-05-03,13:05:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,30.0,420.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-tampa-bay-bronx-new-york-05-03-2025/event/1D00611CAAFE4D94
New York Yankees vs. Atlanta Braves,2025-03-19,18:35:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,50.0,115.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-vs-atlanta-braves-tampa-florida-03-19-2025/event/0D006134CAF53E95
Hamilton (Touring),2025-03-02,13:00:00,The Orpheum Theatre Memphis,Memphis,Tennessee,Theatre,Musical,Arts & Theatre,Hamilton (Touring),79.0,279.0,onsale,2024-10-17T15:00:00Z,PROMOTED BY VENUE,https://www.ticketmaster.com/hamilton-touring-memphis-tennessee-03-02-2025/event/1B006143F6188080
Pittsburgh Penguins vs. Boston Bruins,2025-04-13,15:30:00,PPG Paints Arena,Pittsburgh,Pennsylvania,Hockey,NHL,Sports,Pittsburgh Penguins,66.0,389.0,onsale,2024-07-30T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/pittsburgh-penguins-vs-boston-bruins-pittsburgh-pennsylvania-04-13-2025/event/160060DAD9E35C53
St. Louis Blues v Anaheim Ducks,2025-03-16,17:00:00,Enterprise Center,Saint Louis,Missouri,Hockey,NHL,Sports,St. Louis Blues,48.0,389.0,onsale,2024-08-22T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/st-louis-blues-v-anaheim-ducks-saint-louis-missouri-03-16-2025/event/060060E9EBF0486E
New York Yankees vs. New York Mets,2025-05-18,19:10:00,Yankee Stadium,Bronx,New York,Baseball,MLB,Sports,New York Yankees,75.0,445.0,onsale,2024-09-13T14:00:00Z,MLB REGULAR SEASON,https://www.ticketmaster.com/new-york-yankees-vs-new-york-bronx-new-york-05-18-2025/event/1D00611CAB0A4DB8
Chicago Blackhawks vs. New Jersey Devils,2025-03-26,18:30:00,United Center,Chicago,Illinois,Hockey,NHL,Sports,Chicago Blackhawks,35.0,725.0,onsale,2024-09-06T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/chicago-blackhawks-vs-new-jersey-devils-chicago-illinois-03-26-2025/event/040060E39E2017B8
Chicago Blackhawks vs. Seattle Kraken,2025-03-18,19:30:00,United Center,Chicago,Illinois,Hockey,NHL,Sports,Chicago Blackhawks,30.0,645.0,onsale,2024-09-06T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/chicago-blackhawks-vs-seattle-kraken-chicago-illinois-03-18-2025/event/040060E39E1217A6
New York Yankees vs. Baltimore Orioles,2025-03-11,13:05:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,35.0,105.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-vs-baltimore-orioles-tampa-florida-03-11-2025/event/0D006134CAEC3E7A
St. Louis Blues v Detroit Red Wings,2025-04-01,19:00:00,Enterprise Center,Saint Louis,Missouri,Hockey,NHL,Sports,St. Louis Blues,48.0,389.0,onsale,2024-08-22T15:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/st-louis-blues-v-detroit-red-saint-louis-missouri-04-01-2025/event/060060E9EC0848F3
Detroit Red Wings vs. Florida Panthers,2025-04-06,17:30:00,Little Caesars Arena,Detroit,Michigan,Hockey,NHL,Sports,Detroit Red Wings,67.0,422.25,onsale,2024-08-12T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/detroit-red-wings-vs-florida-panthers-detroit-michigan-04-06-2025/event/080060E2A69C2BE1
New York Yankees vs. Toronto Blue Jays,2025-02-28,18:35:00,George Steinbrenner Field,Tampa,Florida,Baseball,MLB,Sports,New York Yankees,45.0,110.0,onsale,2024-10-02T14:00:00Z,MLB SPRING TRAINING,https://www.ticketmaster.com/new-york-yankees-vs-toronto-blue-tampa-florida-02-28-2025/event/0D006134CADD3E5F
Detroit Red Wings vs. Columbus Blue Jackets,2025-02-27,19:00:00,Little Caesars Arena,Detroit,Michigan,Hockey,NHL,Sports,Detroit Red Wings,45.0,283.25,onsale,2024-08-12T14:00:00Z,NHL REGULAR SEASON,https://www.ticketmaster.com/detroit-red-wings-vs-columbus-blue-detroit-michigan-02-27-2025/event/080060E2A6742AA3
Anaheim Ducks vs. Vancouver Canucks,2025-02-27,19:00:00,Honda Center,Anaheim,California,Hockey,NHL,Sports,Anaheim Ducks,35.0,380.0,onsale,,NHL REGULAR SEASON,https://www.ticketmaster.com/anaheim-ducks-vs-vancouver-canucks-anaheim-california-02-27-2025/event/090060DABDCB4B93
Portland Trail Blazers v Toronto Raptors - Womens History Night,2025-03-16,15:00:00,Moda Center,Portland,Oregon,Basketball,NBA,Sports,Portland Trail Blazers,15.0,2800.0,onsale,2024-08-23T17:00:00Z,NBA REGULAR SEASON,https://www.ticketmaster.com/portland-trail-blazers-v-toronto-raptors-portland-oregon-03-16-2025/event/0F0060EAC97849C7
